	author	comment
877	P I E R O G I	13 YEARS AGO?
878	Axoleaf	i want a shovel
879	Alyssa	Money money money must be funny
880	sand yah	2023 je pense à ma gueule ,ras le bol!voilà ma résolution ,marre des vautours et des gens qui comptent sur vous et absorbent votre énergie
881	Никола Павлов	ABBA - attractive, beautiful, best, awesome
882	Noahvocat	Everyone came here From dank memer by clicking money in the shop Or for this part 1:56
883	Drama kacau	Got in here by dank memer
884	•Galaxy•	money money must be funny in the rich mans world
885	Doge Jach	Am I the only one who got this link from dank memer?
886	Dark Contingency Kinda Official	It’s a shame that people only know Mamma Mia the musical but don’t actually know ABBA
887	 Time Capsule.	0:47 0:49 Disney 2022.
888	jamie bates	it pays to work
889	Daniel Perry	Horrible history vibes anyone?
890	Onyx Audios	*wow dank memer*
891	Ken Waid	And just when you gave up hope for 2021…ABBA IS BACK BABY!!! 👏👍👏👍👏With 2 new songs out “I still have faith in you” and “Don’t shut me down “ All these years later and they sound as fresh as ever. Their new album is going to shatter records. ABBA forever!!!
892	plankton	Who came here from a discord server
893	Lucifer Morningstar	Why when I clicked the money on discord meme not did I come here?
894	Muzhen Gaming	who came here from dank memer bot
895	Doskik🍇	С ума сойти 13лет газад🤥
896	Гуля Гулина	Самая актуальная песня на сегодня , да и всегда прочем ! Потому что поется в ней о деньгах !
897	P. Pai	100 Million 📍
898	SeaMoreCaves	Dank memer sent me here and I am confused
899	P2ynzARjrw	このたびは 幣もとりあえず 手向山 紅葉の錦 神のまにまに
900	fansgamefans	'who's here from dank memer
901	no jhea	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world
902	ʕ •ᴥ• ʔ	I pressed dank memer in discord and he brought me here
903	sage	no way i just got called broke by a discord bot.
904	Huan Nguyen	😁
905	TenderTendies	Am I the only person who came from Dank Memer?
906	Chelsea Fooball	"I come from Vietnam. ABBA is my favorite band. When I was a child, the Internet was not developed. I don't know who ABBA is. But I heard their music at that time every New Year on TV was ""Happy New Year"" 's song. This song is very famous and popular in Vietnam. Almost everyone has heard it many times in their life. But people don't know this song from the Swedish group ABBA. When I grew up, the Internet starts to grow , so I'm listening their songs. Yes, their songs are the best. ABBA fills a special place in my heart. It can be said that ABBA is the greatest artist of all time. You guys are so happiness to be born in western countries and listen to ABBA music in the 70s and 80s. If I were to be born again, I wish I had been born in Sweden at that time."
907	ريم زايد ال نهبان	Money money money he can't love you first four money money money 🤑💰 he well killing you about money money money 😜💰
908	zqtrii	Pov: you have been sent here by a discord link:
909	CalicoDoesStuff(:	Dank memer...Bruh
910	Adi_ Rex	Dank memer whyyy 💀
911	Sin nombre.	No buscaba esta música pero la escuche y me encantó 😭
912	Bluemethyst	anyone else sent here by dank memer?
913	TheNetheriteGryphon	Buying a lifesaver in discords dank memer brought me here, idk why?
914	Brandt	I have come here from Dank Memer
915	Иван Алексеевич	маний маний, хочу я не работать и иметь много маний
916	Bubbu plays	A true masterpiece and beautiful classic!!!!!! Alongside Gimme Gimme Gimme a Man after Midnight and Voulez-vous, it is the best hit from ABBA
917	Юрий Гришин	ФИФ -навеки вечные!
918	Melanie Mickey	who else got sent here from discord?
919	frogga	hunting rifle in dank memer shop:
920	Anaida Santiago	Ok lets talk about that this song sed that all people IS Rich in this world but tink abaut the people that are poor not ervery one is rich? Me:WHAT THE!
921	sussybaka	anyone here bc of Dank Memer?
922	Ala Uddin	Dank memer sent me this-
923	No Lie Gaming	Who came here from dank memer on discord
924	Егор	Режиссер случайно не еврей?
925	•Cinnamon_Latte•	I love this song so much, it’s such a banger.
926	gabz	Pov you came from dank memer chocolate cake prise link
927	KittycatFin	dank memer why
928	devourer of gods	i was sent here by dank memer........
929	suns3tboi	pov ur here from discord from dank memer:
930	Владимир Коростылёв	Лучшая песня этой легендарной группы..
931	Mete Official	Avrupa Yakası Burhan Altıntoplu versiyonu daha güzel
932	Luna Gutu	Pov : is 2022
933	Gavin Animates	who else got sent here by Dank Memer?
934	Kamila	МАНИ МАНИ МАНИ!!!!
935	NimNam	Omg finally!!! There is actually movement in this song. Not just standing still the whole song. Oh and also when the camera is zooming in on their faces you can really tell that they are really trying to get their words out. Brilliant singing ABBA! AND ALSOOOOOOO, why was this song written? ABBA is a famous band why did they write this song. Please reply and tell me :<
936	Crabby	Who else came here from discord
937	Kazu	Dank memer sent me LOL
938	feesh	came here from the dank memer discord bot...
939	Just a Chad	Dank memer just sent me here
940	Laura López	La calidad musical era tan perfecta que no me importaba la calidad del vídeo; hoy por fin se hace el balance, el arte cala de una u otra forma en perfecta sincronía.
941	koolkid_roblox_gamer23	dank memer?
942	SmudthDuck	2 workds, dank memer
943	TROLL GAMER	I love chicken
944	PIASTRO SHIN	1か月1万円生活が頭をよぎる〜 日本人〜✋
945	Jon Bowman	"i remember watching this video nearly 10 years ago. I use to dance around to abba, and my dad said ""this isnt normal"" - he was right :P"
946	木下敏輝	TIME isマネーハウマッチ
947	Philip Sankot	"Is this a ""red pilling"" song for normies?"
948	Kentrall Eason	Did the Nature Boy Ric Flair dress these people
949	Noxious100	i was brought here by thy Dank Memer :/
950	xxlavenderbeautiesxx	The world has changed whilst ABBA was gone! Mostly 2021 has changed the world!!! So excited for their return!! Two cheers for ABBA!! Woop Woop!! 🦄🍓💖💕
951	Emma Charles	Thankyou for the music James Douglas Packer from Emma
952	Värmlands	Det är en svensk sjungare
953	bad bich	Found it on page 73, English book of 3as *_*
954	~ omori plushori ~	thanks dank memer
955	ример гвен	Пионер лагерь,подъем, каждое утро звучит эта музыка.. Спасибо .Окунулся в детство.
956	King L.A.W	Who’s here from Dank Memer?
957	Lego Gaming 19	Who else is here becausenof Dank Memer
958	아잉카	노래 좋노
959	Aidenthelittgod	Dank memer sent me here
960	Jonathan Kent	"Abba: ""Money Money Money"" Also Abba: ""Gimme Gimme Gimme"" I'm beginning to see a pattern here..."
961	Pac 12 Talk	i got here from the dank memer bot
962	Potato Pickle	am I the only one who came here from dankmemer?
963	Daain Thunder	Who here came from discord?
964	Motherfishos	I got sent here by dank memer
965	bouchra Lolo	شكون لي جاء من كتاب الثالثة ثانوي
966	vmar33	1972 ...
967	Сашка Сеновалов	Кто нашел ноту???
968	Mj	Anyone here because of dank memer?
969	Рустам Рустам	Настальгия золотой хит!!! Молодцы мурашки по телу идут!!!
970	batman capybara	u also here from dank memer?
971	Braixen Chan	Me and bois robing the same bank in payday 2 for 18139419849710984 time
972	Valon Aliu, The Valyrian	ukraine war : money money money and nothing working. Money money money
973	USA Government	Who else got here from dank memer 👇
974	Adi Yose Beat Production Studios	I swear every ABBA song just hits right
975	Kazkahstan	Thanks dank memer
976	ملكه قاشا لايف 😎	Money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money money to pay for the use of the use of the day of school and college students to participate and college of engineering and management and college of engineering and college of engineering in electronics and management skills and experience the use and college of business to business of the day and get the use of
977	Safia Martinaise	Je suis ici à cause de Léna situation et ses vlog y avais trop cette chanson
978	Mr. Polar bear the plotagon guy	Who’s here from dank memer
979	Tiago Miranda	clipe perfeito!!!
980	Navdeep Kaur	😂😂😂
981	PZX Jasper	Dank memer send me here
982	EasterBurn	I came here from Jerma fancam. Don't ask why.
983	occisor	I clicked a random discord link and saw this
984	Rodolfo Bermello {Rodo}	Me encanta la voz de Frida en esta canción es simplemente espectacular.... ABBA forever 🎶🎶🇸🇪🇸🇪💖💖
985	YxnniFNF	came here from Dank Memer
986	The fairy art	I am 11 in 2022 my grandma made me put this song, she says this song was popular when she was young
987	The presence	POV u found this by dank memer bot
988	rosemary montojo	😀😀😀😀😀money is very funny in this world, 😀😀😀😀👍👍👍
989	Александр Лужин	Money, money, money I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball... Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha-ahaaa All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same... Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha-ahaaa All the things I could do If I had a little money It's a rich man's world It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha-ahaaa All the things I could do If I had a little money It's a rich man's world It's a rich man's world.
990	An Idiotic Bacon	dank memer sent me here
991	MinaTheComic1	Dank memer bot sent me here 💀
992	Bink Bricks	The LEGO Brit brought me here.
993	Anders Paulsson	If only...
994	Drac105 -Étoile du Temps - Lgdc	Last year I sang it for my college ... Always a pleasure to listen to it! 😊😊😊
995	i exist for some reason	Anyone else get this from dank bot
996	АрМЕН Асатрян	No money no sek
997	James Brown	I wonder if Liz Truss sings this......
998	azhari	the men don't sing at all. It's a scam
999	kittysquad_forever	They should compete in euorovision again I bet they would win again
1000	jean pierre bressler	Ce groupe c'est du GÉNIE
1001	Keri Wisely	Love ABBA the songs are so good
1002	AsherCinemaYT	I didnt grow up in the 80's, but why is this so nostalgic?
1003	Elena Tikhonova	I love this song so much.
1004	Felicity George george	ABBA.. very very beautiful.. touchy song, lyrics, music and Video with beautiful powerful deep soulful voice is terrific.. all the best.. all my❤💘💜💙forever 💚💛💗💕💓❣
1005	Dae Jin	ABBA’s wild emotional classic song for this music life ! It’s just money forever . .😎😛🎶
1006	 Lilly	I fell in love with my husband when I turned my head after hearing his voice .
1007	Ana	"Thank you Westlife for doing Abba medley in your ""wild dream tour"".. you introduced me to a group I didn't know before 😍...and you do it so well 😍"
1008	Zeliha	Ayyh aşağıda beş dakikalığına böyle içim geçmiş , gündüz niyetine rüyamda abba grubunun gitaristiymişim yaaa
1009	S U N R I S E	Я родилась в 1993 году и это песни у меня просто в памяти. Я даже не помню откуда я это знаю.
1010	Callum Fisher	Great song
1011	Николай Павлов	Молодцы ребята продолжайте так дальше
1012	Serina Nikalaieva	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world
1013	Graphic & Software Photo	"""Money , money , money Gimme , gimme , gimme "" That is really a best song ."
1014	RimBrad	Money money money all I see is money hahaha I really love this song still listening in July 3, 2022
1015	MORPH	один из самых лучших треков
1016	kristina glavac	money money , NICE, NICE PERFECT SONG, THIS IS MY DREAMS YEAH YEAH
1017	Paqui 10	Frida 💕👑✨ a godness!! Can she be more gorgeous?? Nop... She can't 😍 GODDESS 🥰
1018	Kicsi Billy	Not me listening to this, on my first working day. 👀
1019	Nick	Welp, just found a band to binge
1020	Aaron Edwards	Wow good song 👋💗👍👍☝️☝️
1021	INARI	omg i love this song
1022	Saloom	money, money, money, money is always the main thing
1023	Татьяна Матвеева	"Ещё одна из любимийших песен. ""Мани мани мани""."
1024	Rick Danner Guitar Player	Agnetha her face it is so adorable cute pretty gorgeous beautiful its all too much and Frida looks extremely beautiful here too what a combo perfect vocals too amazing how they are recognized as the best female singers ever I dont get it
1025	Christine Scarff	Money doesn’t bring happiness, but it sure is a ‘ rich man’s world ‘.
1026	Ivan Nikolic	My favorite song.
1027	Bond James	最高です
1028	seccuel	it hits harder when u r broke student who has to manage to work and study at the same time
1029	_.noutora.-	I’am from argentina and sooo good music
1030	MORPH	лучшее что создавалось человечеством
1031	Harun KILIÇ	Bilen bilir .. Şarkının sözleri böyle değil 😁
1032	Lu	Frida was and is so gorgeous.Frida is a beautiful and cool beauty.
1033	wawa2	"A song by ABBA that is perhaps a response to getting the MONEY is the dark, theatrical ""I'm a Marionette"". She got what she wanted and now is controlled by it like a puppet."
1034	Vespa-jr	Nice
1035	N@v¡ bunz0☆	When your mom takes your money and never return it
1036	Vinay Seth	I want music like this today !!! :(
1037	Grahamovyrozok_	dear random human u have a great music taste:)
1038	валерий скорочкин	прекрасное исполнение!!!!!
1039	Known	Here cause TikTok said this songs describes my life rn 🤣 #lookingforarichwomen
1040	just a random guy	"""I need that money"" Tobey Maguire"
1041	Flo — 💫	I need an instrumental
1042	Etienne LeParisien	They made a lot of money with this song.
1043	Hocam, Saiki Kusuo!	Bu şarkıyı duyunca aklıma Avrupa Yakası geliyor ah Burhan'ımm...
1044	Michael S	Team: you're only interested in money - shame you're about to lose everything LMAO!
1045	Dylioso Scioso	When you're working overtime on the 4th of July...
1046	Snakeyes 597	The grandmaster jam session from Thor must’ve sampled this song fs🤔
1047	ishiftedtotheabyss	I LOVE YOU SM DISCORD. sending me to one of my favourite songs
1048	Christine Nguyen	When you are working as a nurse during the pandemic….
1049	A 	This song reminds me of Sailor Moon
1050	OUTKAST	POV your here from dank memes
1051	Jonathan Peppers	No real time for that when time is real change.
1052	Come Cook With Lucas	POV : UR here bc of dank memer
1053	Michael Schuenemann	ABBA WAS AND IS STILL THE BEST FEMALE BAND - SOOOOO MANY MEMORIES !
1054	KaiiXx	Oh hell nah I was Instagram tried a filter what song describes your life and got this
1055	°Luna gacha°	when your mom gives you 5 bucks as a kid:
1056	Kənan Həsənli	01.07.2022 👍✌❤👏👏👏🇦🇿
1057	Laura Carcamojara	Money,money,money, .must be funny 💵💸
1058	Laser Lemon	rip Karl Marx you would've loved this song
1059	Will G.	We've slipped into a parallel universe it's a rich FEMS world
1060	°𝙰𝙽𝙰°	Money 💰 🤑 💸 💲 🪙 💶
1061	Arizona Dave Ellis	Phantom of the Open brought me here!
1062	Linda Agnew	When Your Dad Lets you Keep The. Change
1063	Aname Idonthave	Money is in the rich men's BED!
1064	RBS GIIS	Frida's voice is amazing and amplifies the impact of the sound many times. The videography of Frida wearing the hat is a brilliant idea. The shadows and her black dress give a sense of massive power. Their white robes and especially Agnetha and Frida's style of movement towards the camera at 1:58 is amazing to watch.
1065	ThoseGorillaGuys	dank memer
1066	Ana Carolina	Amooo ❤
1067	Benny	Without Discords Dank Memer, ive never found that song
1068	Fxqz • 24yrs ago	I was sent here by the great dank memer
1069	stealthz275	Gimme a box of sand
1070	EdgarAllenHoe	ABBA kind of based tho
1071	The Invincible Lad™	Most of us came here because of dank memer
1072	dan taylor	this what i got
1073	bruok	I just wanted to buy a fishing pole
1074	idkwhattosayy472	Let’s be honest. we all came from Dank Memer in shop when we didnt have enough money
1075	ItsJericho	:)
1076	Boy tv	:)
1077	joes cum sock	i came here because of dank memer
1078	wyatt lara	anyone else here from dank memer?
1079	S U N R I S E	Yeah💰 money always sunny 💸 9.07.2022
1080	Marielys Andrea	so who else clicked on dank memers no getting robbed link 😭🤣🤣
1081	𝚂𝚑𝚒𝚒𝚛𝚘 𝚊𝚗𝚍 𝚊𝚢𝚊𝚗𝚘	Am I the only one who came from dank memer?
1082	Cube for twists🇺🇦	I wanted a fishing rod
1083	merve yıldırım	Avrupa Yakası'ndan gelenler hoş geldiniz 🤣
1084	Sammy's vlog	Wow this is 12 year ago
1085	cheese	😀
1086	kinnera :]	Anyone else came here from discord while trying to get a shovel in dank memer?
1087	Blooom	Don't lie but you're here buying apple from dank memer 🥲
1088	Vibe Master	dank memer ;c
1089	Alexxx	I came here from dank memer
1090	Najwa Naeem	Pov: dank memer
1091	Bo!!	I clicked on the dank memers money thing
1092	fxiry	Did anyone else randomly come here from discord?-
1093	QuackBoom	Came from dank memer
1094	Kwakky2.0	Who else got here by discord
1095	bing-chilling🗿	POV: your here from dank memer on
1096	Ibrahim-MA	Happiness not in money but in love .many Rich people kill them selves
1097	𝙲𝚕𝚘𝚞𝚍𝚒𝚘	Did I get brought here by dank memer...
1098	Unpug	Guys cmon stop saying you all are from Dank Memer, just enjoy the song that the frog wants us to listen to
1099	18-145 K BHANU PRAKASH	Came here after watching akali rajyam by balachander
1100	Jan Pylyser	I wonder if those 4 ABBA members ever realize how much their songs mean for millions of people. And if they do realize that, how does that feel ? How does it feel if you can silence millions of people by your voice, something that no ruler/emperor/president/king has never been able to do ? Please, tell me ABBA members, how does that feel ?
1101	Chaos	Dank memer
1102	Fridge Stealer	Dank memer
1103	Reina Lee	Lmfao 🤣🤣🤣🤣
1104	serene	I just clicked on pepe crown on dank memer
1105	Towstyloaf	Anyone else here from dank memer? 🤪
1106	JensenCafee	here from dank memer
1107	Whoopy4508	Whos here from dank memer shop
1108	Damian Rocha	who else is here from dank memer
1109	Amine Mid	GRILL9000.
1110	T-BOI	Dank memer sent me here, im fucking broke
1111	David's R&R	Dank memer brought us back
1112	HINDU GAGA CHAD	Pov: your here from dank meamer
1113	green	Dank memer
1114	algae	90 mil view ;-; ...
1115	Gabi	who came here by discord
1116	SBTGOG09	I have been brought here by dank memer
1117	1000 subs without a video?	When Someone asks what you want for your birthday
1118	Jim White	dank memer brought me here
1119	Senad Kazic	Brilliant song from legend's ABBA !! :D
1120	María mercedes Ortiz	Hermosos temas mil recuerdos de la mejor generacion de los 70 80 y 90 lo mejor hasta hoy los escuchamos 👌🙏♥️♥️😍
1121	Denya	I got here from Dank memer
1122	石けん知らず	黄金伝説
1123	𝗰𝗼𝘀𝗺𝗶𝗰	I remember dancing to this song in a play at my old school- the memories 👌
1124	Wenomechainsama Regular Soups	Dank Memer!!
1125	Placeholder	whos here from dank memer?
1126	Dzulkifley Mohd Said	These miraculous Swedes were actually singing this track for themselves. Those melodious masterpieces made them rich overnight. Even more than 40 years have passed since the first release, yet they still enjoy a heavy stream over numerous socmeds worldwide 😃😃😃
1127	Chibi gaming	That one enchanted card price in discord sent me here
1128	Bubble scented pillow	I wish songs like these never get forgotten, music this days are crap.
1129	Broken Dragon	Be honest u were here because dank memer sent u here
1130	Denis Ulianov	Still actual. Simplisity, clarity and purity. All within one song.
1131	Izzy Natty Ali Willy Izzy	Aren't we gonna talk about that piano skills, it definitely made this song unique.
1132	village vlogs	Salute to Dank-memer to throwing me in this garbage
1133	Gabi Lopes	they’re so iconic I can’t I love them
1134	ᴀxʜᴢᴢ.	Is it just me or because its from the dank memer is discord
1135	Arren Peter Rodricks	Today our Professor played this song. Trust me my Dad had CD once. And the every sentences are meaningful. Very deep and meaningful song ever by ABBA.
1136	Yes_1	the cachier when i say keep the change
1137	Wot in Tarnation	POV: USC and UCLA move to the Big 10
1138	Olga Bee	This song is always on point!
1139	Rainforest Games	Lets be honest many of people here are because of Dank Memer
1140	glen knapke	Casinos w maw I'm sure I'm going to be drunk
1141	GamingXDAlex	dank memer bring me to here
1142	Yhuricah	the perfectness of the tone! feels like being chased. this is genius. i was born mid 80s and been hearing this song in the videokes. thanks ABBA, im getting addicted watching your videos.
1143	Stealth	Dank Memer Redirected me here
1144	Lorenzo Berutti	I love this song
1145	Букля	Люблю их, они, как бриллиант, будут сиять вечно!!!
1146	Visible	Dank memer brought me here
1147	GearOOfBread	POV:Dank Memer brought you here
1148	Лиза Тазаева	Великолепная песня
1149	Ihasgalxy	I got led here by Dank Memer...
1150	Yauhen Pyl	классика! отличная песня!
1151	zenolink	Just trying to get this lol
1152	Beefen	This song is so good I got goosebumps in my forehead
1153	miriã borges	💅🏻💅🏻
1154	Your Mom	I just wanted to buy a hunting rifle from discord
1155	hoeei	money
1156	Adriel Talamantez	money
1157	Sully.Gargery	This the lyrics I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Btw who is still listening this in October 2020 please like or comment
1158	Goro Akechi 315	Whenever someone is talking about money either it’s my family, friends, a movie, a show, a video game or some random stranger I always start singing “Money, Money, Money Must be funny in a rich man’s world!”
1159	CapibaYT	OMG DANK MEMER
1160	𝐸𝑁𝑈	Pov:u came from discord
1161	Vogel Flug бойлеры	"В детстве я ставил мою любимую пластинку Аббы и бесконечно слушал самую их хитовую песню ""Money, Money, Money"". Как только грянет припев ""Money, Money, Money....""- это полнейший восторг и улет!!! Потрясающая композиция!!!! Давно хотел написать свои слова, и вот наконец наваял! ...................... Abba ""Money, Money, Money""/И в деньгах счастье! ...................... У денег запах торжества, Их не бывает много нигде, никогда! В них магия, флер колдовства, И манят блеском нас они так всегда! ...................... В них мечты, надежды, жизнь, Желай больше, хватай, держи! Поймай за хвост удачу, Обуздай и под седлом удержи! ...................... Money - Money-Money Жмут карманы, Трать, транжирь, кути! Money - Money-Money Счастье рядом, Ты на все купи! ...................... Оооо, оооо, все что хочешь купи! Счастье в блеске Money-Money, Просто прокути! Просто прокути! ...................... У денег запах торжества, Их не бывает много нигде, никогда! В них магия, флер колдовства, И манят блеском нас они так всегда! ...................... Миром правят лишь они, В них наши грезы и мечты, И если мал твой капитал, Преумножай его все ночи и дни! ...................... Money - Money-Money Жмут карманы, Трать, транжирь, кути! Money - Money-Money Счастье рядом, Ты на все купи! ...................... Оооо, оооо, все что хочешь купи! Счастье в блеске Money-Money, Просто прокути! ...................... Money - Money-Money Жмут карманы, Трать, транжирь, кути! Money - Money-Money Счастье рядом, Ты на все купи! ...................... Оооо, оооо, все что хочешь купи! Счастье в блеске Money-Money, Просто прокути! Просто прокути! Инстаграм: @viktor_bondar4uk_"
1162	kate !	the way discord bought me here…
1163	Yonathân Panda	Who is here in 2022 ?
1164	Gorillatagtut	I just wanted a shovel on discord
1165	Steven Pallett	Yep makes a Rich Manz Wurld , not Poor manz
1166	AB DM	This song is so timeless and intelligent.. 99% of the music now a days you can not even listen to
1167	Pre-Debut Era	Liz Cheney moment
1168	E-900	who is here from discord
1169	CaptainKai	Dank memer
1170	ハッピー	Dank memer
1171	Christy Lim	When the cashier accidentally gives you extra money:
1172	MORPH	комментарии на будущее
1173	Cc	🤣🤣
1174	Hinata Hyuga officiel 👉👈la_meuf_de_kirua	Qui l’écoute encore en 2022 👇
1175	selina chen	0:46
1176	Noahscool	better then 95% of tiktok songs
1177	Tactical Dino	Dank memer brought me here
1178	Muhammet ali Yaprak	Where is money
1179	Nøt an amazon echo	2:28
1180	Larry Aniel	Holdins $ 226
1181	bhonor12	This music was playing at the casino it was very nostalgic while losing my money.
1182	we ♡ sky	Who else came here from pink bratz bot commands server tryna buy alcohol 💀
1183	Henry_Clowny	0:47 (:
1184	Renata	💵💵
1185	Haifa games	Pov this is just in ur recommendation
1186	Tayfun	When you win a game of monopoly
1187	Infinite	Song's name?
1188	Jugularink	who got here from discord bot 🙄
1189	Gordie Boi	Who's here from Caddicarus?
1190	Janet Ostin	HEX money
1191	L. Lisboa	my mom: you want to be a sugar baby?? who put that in your mind?? the song she listened while cleaning the house when i was young:
1192	Solarite	"when you run ""/shop view"" in dank memer and you find this:"
1193	Dim_KS	I NEED BOBUC TEEHEE GIV MONYZ lol
1194	dan taylor	i was just trying to buy a shovel on discord
1195	Cosmo I guess	I was using dankmemer Suddenly I got tp here
1196	Charles	I can't actually believe how well ABBA has held up. Don't Shut me Down and Keep an Eye on Dan or really good.
1197	Edd	i was brought to this by a discord server named goth goblins 😥😥🤡🤡💀💀✌✌🤨🤨😡😡🤷‍♂🤷‍♂✨✨💅💅💅💅
1198	nerxzz	Who came here from dank memer? 👇
1199	TIFFANY	Oh Sweden money what is happening
1200	Lauren Fee	Love the piano playing and singing!❤
1201	Crazydaisee	I love this song😍
1202	Олексій Гутян	I don't know such a person who can't love ABBA
1203	Sara Shinkai	É legal como o tiktok traz de volta tantas músicas como essa
1204	Aurora Nudel 7	I love this sing very much!!!😍😍😍
1205	Sơn Nguyễn Hoàng	this is my childhood song but now i realized it also my grow-up song....
1206	PeachDoesArt	Funny how the woman singing this would go on to become an actual freaking princess by marrying royalty. Annifrid is under rated.
1207	ROBSON SANTOS SOUZA	i love this song
1208	Robert Hookins	Off 2 see the ABBA voyage in October at Stratford in East London . My wife and I are very excited . I remember them in the 70s Top Band and I was only very young back then
1209	დიმა იზორია	👍👍👍👍👍👍
1210	LAURA	My life’s Soundtrack
1211	lamara bekoeva	Актуально!!!👍
1212	Jose Enrique	Las chicas muy atractivas,consus danzas ❤️❤️
1213	Marzena Kasowska	😍🎶👏💚🌠
1214	Champ Champ	This on blasting whilst rigging me electric meter
1215	rvnaaxx	12 years later were still listening to this
1216	Mindaugas Kvasas	Abba is creating best songs
1217	I'm Liam	This song comes to my mind when companies like EA or blizzard do something greedy lol
1218	Robin Santiago	The aesthetics of this music video
1219	Hellen Laespriell	Imagine if a man like that was hard to find in the 70s
1220	Sarah Gutsa	i am currently 11 and i am digging this song like SSSLLAAAAAYYYYYYY
1221	PopCrush	If I had a nickel for every time abba had a song named with a word repeating 3 times, i would have 2 nickels. which isnt alot, but its weird it happened twice
1222	Kally Ponce	3:06 i love ABBA
1223	Geni Mihalache	Super tari!
1224	Joshua Mulford	When you find money in your mom's car
1225	Ramsesciaga	Always sunny in the rich man's world
1226	Scout Films	When mom gives me back my birthday money
1227	Hayat Boukar	❤️ ❤️ ❤️ ❤️
1228	(づ・‸・)づ D a n n a	la mejor parte 0:45 tambien parte de tiktok XD
1229	Emmanuel Camilo Rojas Rodriguez	I'm a metal guy, but this song is excelent!! It's dark, happy, it has a beautiful piano, lovely voices... *I love it*
1230	Digital Nomad	I used to be a poor kid listening to this song. Now I'm a rich man and I laugh at gold diggers.
1231	urmomvr	nice
1232	Józef Oldboy	ABBA oznacza Ojciec szef planety Ziemia !!!!
1233	You_are_stinky	When grandma gives you $20 as a 7 years old
1234	juhi	Here in my place Abba means father 😂😂
1235	p ebrahima	ضرباهنگ این موسیقی، تمام سلولهای مغز رو درگیر میکنه. تا روزها دنبالت میاد. سپاس از صدا و آواز این چهار اعجوبه ی موسیقی !
1236	Dan Star	Then money fell from the sky (Central Bank Magician) and all was good.
1237	Sari Dalila	Money money money Must be funny If a rich man Sorry I forgot the parts
1238	DRE4DB0X Gaming	When you play with dank memer bot and it brings you here
1239	Ольга Грибачёва	классная музыка!! гениальные исполнители!!
1240	Nadezda Melnikova	Влияние их песен на социализм не оспоримы
1241	Aron Gutierrez	How to forget when Obi-Wan was a member of ABBA
1242	Juanita Lentini	"This just remember me to ""Henry, Henry, Henry"" 😭😭"
1243	Rob chap	1 billion enough abba ?
