	author	comment
734	Scott L. Oswald	I, like it when they all- join- arms as they jump-up-down. 💯🤔🤔🤔🤔!!!!
735	IVO JORGE IZQUIERDO ARAUJO	Que hermosura de cancion
736	Richard O'Brien	Chunky guitar! That's all.. Ch..chunk! This is what happens a bunch of very good sound engineers get together and decide to form a band..
737	TBarrett	Ok who originally wrote and sung this song? Just asking y'all seem informed
738	Gavin Nowin	fajne
739	Colin Carr	I'm listening to this in 2199 and it's still so fucking special
740	Семен Тилос	чувак хотел сделать багу, а сделал фичу)) это я про гитариста из радиохед..))
741	Hein Pansen	we are all creeps
742	eloise♥eloise	i was born tomorrow and this is still a favorite of mine 💖
743	ghhhah	porcodio
744	NeoBots	I'm not born yet and it's my favorite song
745	Anqqela	Tú eras mi futuro 😿
746	Honey Butter	Born today & still my favorite songgggg!!!<33
747	Olzhas Kazakhstan	2023 What the hell am I doing here!
748	Richard Dave Abrejal	Here because she sang this at her story, It really hits me with the lyrics “I want you to notice when I’m not around”.
749	xigmatek	The fact that this song broke half a billion views while their other works barely make a hundred million views says a lot about the public's perception about this band. Guys, there's more to Radiohead than just Creep.
750	philip panganiban	I💙U😉, you rock my brain dudes! Thank You
751	Raylander Araujo	This song brings me mixed feelings! I love too much ♥
752	Dan V	Played this song 100 times tonight but no more alcohol that sucks
753	Arbox Arayata	I'm not yer born but this is my favorite song.
754	pou	a favorite song
755	Arish Asem	Regret found this song today
756	Radmila Svensson	When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fuckin' special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around So fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here She's running out the door (run) She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't belong here
757	Someone	I love u thom yorke
758	임혜린	개좋다
759	Mider-Span Man	The show Lucifer brought me here and I am just vibing on this song as I wait to see my darlin' again.
760	Digital Shredda	2023…..still awesome!
761	Rich Littlejohn	Thanks
762	Anna	I’m 14,00+ years old. That’s all
763	IG GRIGERMANN	Thomas Edward Yorke - you Love Ukraine!!!
764	Louis	Most relatable and greatest song of all time
765	Louis	wubba lubba dub dub
766	No One	Tom York - top twat, saw him with Jonathon Ross, pathetic doom monger.... Shame good song
767	triplzz1	Привет русские
768	Sans Gameplays	Não deixe de ouvir essa música por nada eu sou estranho na terra mas Logo voltarei para o meu lar
769	John Gotti	THIS VOICE 😭😭😭😭😭😭😭😭
770	elifozge	You're so fuckin special
771	mnemonic	When you're at a bar and a girl smiles at you, this song plays in my head
772	SeanE E	146k creeps and weirdos in the comments…
773	mrsjoe	BUT IM A CREEP AAAAAAAAA
774	Engelbert Guevarra	2023?
775	Nuktutul chikito	Dios, qué obra de arte.
776	ludmila martinez	2023 <3
777	spectreshadow	2023 will be your year my fellow creeps.
778	Miranda Camacho	2023. Never gets old...
779	PEDRO VICUÑA JURADO	Comandos azules yo no me mato por esta estupidez. Lo que pasa es que me lo aguanto
780	Sergio Hehe	I wis I was special
781	basir roslan	The air that I Creep
782	Vikram Waikar	thorn yorpe is GOD
783	Jay Vasquez	2023
784	Scott Wager	good song
785	Sol Echenique	2023 ❤
786	GoreSloth19	I have been looking for this song my entire life and I now find it in 2023 at 28 years old 😅😢😔
787	WatchMeSayStuff	0:59 is what you're here for
788	Jose Waldier	I'm only 3 months and it's still my favorite song
789	Monica Gomez	Lo que tu quieras 😥
790	Salma yehia kafafy	This song is therapy
791	Mo2 Zumarraga	Fidel Nadal Y Tom cruise
792	Sarah Rose	real
793	Too crazy	It’s 2023 Time flys
794	Flavio Anjos	Some song never die , are eternal.
795	Flavio Anjos	Some song never die , are eternal.
796	Flavio Anjos	Some song never die , are eternal.
797	whereveryouare	who in 2023 still listening this ?
798	Xiaomi Note 4	As a creep, I can confirm it's very painful
799	Aragorn	Пора на пенсию, крип
800	Der Gerechte	Music is by byscorez
801	Patrick Moreau	De la musique de reveUi le fais toujours vibre
802	Saryna van D	Loving this song still in 2023✨
803	Juan Jesus Velazquez	I LOVEEEE IITTTTTTT
804	eko hartono	2023..
805	LAR	CREEP WILL BE ALWAYS THERE FOR EVERYONE LOVE ❤️ THIS SONG UNBELIEVABLE 🎵 SONG THnks Loretta
806	kureng	I wish was special
807	T L O T L I I	☑️ 2023 register ☑️
808	Yasmin Hussain	Play this song at my funeral 🙄
809	Gisele Godoy	02/01/2023
810	Faizal ZamHarir	I'm leaving this comment here so after a month or a year when someone likes it, I get reminded of this song ❤️
811	ZAMIR AMRIA ZAMIR FAMILI	Miss you brother friends☹️🤟🏻
812	ZAMIR AMRIA ZAMIR FAMILI	1 year my brother friend passed away,.R.I.P🙏🏻
813	claudio tamburelli	La fine del mondo questo brano
814	Kristin Rondo	😍
815	Don’t read my name	im 2023 years old still my favorite song❤
816	Ashutosh Bista	2023
817	hapedt spzl	2023 wacht
818	Dipen Limbu	2023 still alive and still listening to my fav songs💙🙏
819	Sword	I am in my mom’s stomach and this is still my favorite song! <3
820	Orion Mich	I wish Radiohead liked this song as much as I do
821	Александр Протосавицкий	Пиши по русски
822	Александр Протосавицкий	Ниче не понял
823	LAR	HAPPY NEW YEAR'S EVERYONE I LOVE YOUR MUSIC HOPE YOU GUYS HAD MERRY CHRISTMAS 🎅 🎄 AS WELL LOVE ❤️ YOU RADIOHEAD
824	Gus Ade	Kesini gara2 tiktok karena ada petikan gitar ..
825	Philippe Cuypers	We love you arrowhead happy new year love 💕💕💕💕💕💕 💕💕💕💕 💕💕💕💕 you are the best
826	Busby StandUp	We were gods when this song first hit
827	Ajinomoto	Happy new year everyone
828	Mandy Leachman	Got that shit ..
829	паша утюгов	Круто а что за группа
830	Hector	One bad ass song I truly love the slow pace then he jams!!!!!!!
831	The Adrian MC	Hola me encanta su música y la mejor banda un saludo desde Ecuador
832	Basir Moosa	""" I don't belong here"" I feel the same way. You?"
833	Bruno11Torres	Wow ya es 2023 Edit:Una de mis canciones favoritas y que nunca me van a dejar de gustar 🤘🥀
834	El fernanduchi garnica	Los Amo son de Fierro Feliz año nuevo.
835	coreshot 	I was born tomorrow and this is still my favorite song for 80 years
836	Roberto SG	01.01.2023 .....
837	Steph	this is hard..
838	Mr Sunglasses	''your skin makes me cry'' lmao
839	Novandri Pram Aditya	1st day in 2023
840	Lucha De León	La primera lloradita del año
841	Deepanshu Premani	When you were here before, I couldn't look you in the eyes. - He has inferiority complex. You're just like an angel, your skin makes me cry. You float like a feather, in a beautiful world - He sees that the rest of the people belong to this world and carry out their roles and life so gracefully and know how to act like a human. I wish I was special, you're so fucking special. - He thinks others are so special that they play out their roles in life so naturally and belong to the society whereas he feels like a weird person who's not wired for this life and doesn't know how to act. He doesn't what he's doing here in this life. He wishes he had control over this and is ready to give away anything to belong, have this perfect body/soul for this life. His soul feel unnatural in this environment called life and he's trying to express that.
842	Thành Nguyễn Phú	1/1/2023, anh chỉ muốn mình đủ sức để giữ em Nhưng chắc khó lắm.. Yêu em
843	TERESA MEDINA	30 years later and this song still hits.
844	Jordan Mesa	2023, now still kicking.
845	Fearlilow	I'm like my favorite song
846	James Dunn II	First to comment in 2023 - Happy New years!!!!
847	notzanz	bro look lie johnny lawrence and ppl say the kid on the voice global better than this original
848	Chico rafa	This song was part of my youth! here in Brazil.
849	Gabriel Romero	If you’re listening in 2023 you’re a legend 🎉
850	Laocadio Cuyuch	🤘🥀
851	Gaston Carrazana Banegas	2023
852	LUX	1:30 ...
853	Josephe Dolly	I love youuu🥺🥺🥺🥺🥺🥺
854	Fabiano Rufino	Excelente
855	franceschina254	Oh my God the guitar riffs!
856	Michaelnarciso	Creep 😎 i wish to meet some special and preety girl, Hope Destiny help me 🎆
857	Aloysius Devadander Abercrombie	Anyone ever hear Patrice O'neal's joke about this song?
858	ICEBOYSETH	OMJeepers creeperz. Worst. Radiohead. Song. How to dissapear completely is clearly completely the best. Right, Tom?
859	Jesús Manuel Rojas	Gracias por el aporte 😃👍
860	Iza Kowalska	Najlepszy, nr 1 wszechczasów!!!
861	Sy Butler	Just turned 50 and this song reminds me of the early 90s when I was a bit of a weird 20 something who was awkward with women and feeling lost and confused, although I was adored and loved..
862	Heather Leigh	Things are so reversed here. Lol
863	Rexhep Shijaku	Happy new year creeps
864	dilasluna	im in love (with the song)
865	John Browning	Principal Sheppard from family guy sings a great version of this ...
866	Anita Roy	I just turn 93 and still live this song
867	Joko Stupid	Tetap pujaanku.. Creep salam dari indonesia
868	SaeedAmeen	ICONIC SONG FOR ME <######
869	Juliana Silva	Pra sempre vou amar essa musica ❤❤❤
870	Chris Reed	I 💖 kanye
871	Lyn Lyn	INTP if they were a song:
872	Le Kayro	I'll be born tomorrow, so hype for this to be my favorite song !
873	Anveh-03	Cómo es que resien conosca está obra de arte😪
874	mixsat	Radiohead♡
875	ABIN VARGHESE	Lyrics:- When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fuckin' special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around So fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here She's running out the door (run) She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't belong here
876	L H I T E メ	Amo essa música
877	Margarita	31.12.2022
878	Полина Лежнева	Классная песня!
879	The Invisible Player	I'm only 7 years old but this is my fav
880	assousan	"""i wanna perfect soul"""
881	Vintage 80	Puedo escucharla en bucle y jamas aborrecerla 🖤
882	Vladimir putin	P
883	MP petrikas	Time for the next generation to enjoy this
884	mo jo	Perfect song! Hits everything. Every emotion.
885	AlexanderSalamander👽💚	When you were here before
886	Rodrigo Xavier	Still here at 22/23
887	Julie minneman	Hits ya in the gut
888	Ophelia BASTILLADA	~ what a beautiful song for me....👊👊👊 ~ makes my day comfortable everytime i heard it... ~ RADIOHEAD.... i salute you of being..stylistic,classical, etc...👊👊👊🇵🇭
889	trickpa barsobia	one hit wonder
890	Tiago Guedes	im a CREEP
891	Philippe Cuypers	Hello everybody 😌 yes l love this music could hear all over ,all over again all over again great art of music is the best of the best
892	Emmanuel Mar	Así es, somos la mejor comunidad LGBT, que viva Radiohead, somos gays
893	Emmanuel Mar	Sin duda la mejor de las bandas
894	Mariano Quiñonez	2023 dioses reunanse
895	Mateo Cando	Sin lugar a duda que los 70 , 80 ,90 fueron lo años dorados de las mejores MUSICAS y hoy en día son clásicos
896	Liam Wright	No idea how I’m here right now, but I’m a creep. I’m a weirdo. Dmt is a wonderful time to be. Taste the world. It smells Devine. Love
897	Liam Wright	No idea how I’m here right now, but I’m a creep. I’m a weirdo. Dmt is a wonderful time to be. Taste the world. It smells Devine. Love
898	Durble Durb	Wishing you well in the new year. You were noticed. I noticed you.
899	Nikola Tesla	I'm 204649474846 years old and it's still my favorite song.
900	Lorraine Oshea	I love this song allways have,the best song I've ever heard,i want this played at my funeral,it means so much to me,this song hits me in my feelings and im 57 love it
901	Raknar	30 DICIEMBRE 2022 AMO ESTA CANCION Y A SEGUIRLA AMANDO HASTA EL FIN DE MI EXISTENCIA
902	H.Melina Miranda Ramirez	Está canción me duele hasta lo más profundo, el nunca haber Sido el especial de nadie sino siempre la rara, realmente se siente asi: no pertenezco aquí.
903	Rebecca Milestone	This song is exceptional. Someone or something has made all of us feel a wierdo or a CREEP at sometimes in life. Men and women alike. Love love love it
904	Edu Jr	Na MINHA Opinião, a MAIOR BANDA de todos os TEMPOS! 😎🎸
905	Patricia Daniela Puente Herrera	Me encanta esta canción!! Es adictiva !
906	failbait	this has to be the most favorite, unfavorite song of radiohead
907	Gustavo Santos	I love this song
908	morpheus	other people: these lyrics hit so hard😭 meanwhile me not able to stop laughing about these comments
909	Polo Mental	Jessie?
910	CrashTestDUMBmonEY	If I had a theme song....
911	Mary Santos8689	It has been an old song but I always feel happy listen to it....I will love Martin smokey forever..thank u baby for recommended this song to me
912	Muhtar Muhammad	Just know this song... Im too late🔙
913	liporful	i have just finished with my 2nd rebirth, and this is still my favorite song
914	Adem	I'm still just a concept in my parents heads and I love this song
915	Ezio Channel	Dateng dari tik tok
916	Morning Meditation	2022 almost 2023 listeners
917	Adikshion Photographer	Don’t let die this music
918	Beiri Leiri	Nasci há 0.7 segundos e essa é minha música favorita
919	Fortit Jordan	You know. One of those songs even the artist hates for being so popular. A true masterpiece on it's own. As an entity. As an unliked relatable creature. As a creep.
920	lai seng wai	I wish I special
921	lai seng wai	Who still listen this
922	Harmuth Efrain Diaz	Así 3s jodidamente
923	Nandeooo	When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fuckin' special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around So fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here She's running out the door (run) She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't belong here
924	love	It’s my dads favorite song I like it too
925	WorldPain	I'm 3 yrs old and I've been listening to this song for since i was a baby it's my favorite song
926	L Marie	Man... I love this song!! I could play this song for a whole hour. 🥰🌹❤
927	Claire Daoudi	Ma préféré ❤️🔥
928	Jeffrey Zain ➐	I’ve been reincarnated twice and this is still my favourite song — EVER!
929	Damien Gilmour	But I can speak ...
930	HighLordofTerra	30 years later and that first 'CHUG-UGG' still gets me.
931	LC S	Dahmer
932	Olivia Sepulveda	Boy crazy song
933	Olivia Sepulveda	A force to be reken with
934	Vinicius Oliveira	30/12/22
935	michaelbtw_42	the funny kid when he gets home:
936	iben chanel	Mantap
937	camargo yelsen	"""soy un raro"""
938	Tyrone	What he did with this song is like nothing ever seen, it told the life of the rich and poor
939	free speech	Song sucks
940	Abner Lopez	Neither do I
941	dingsgabriel	"""I wish I was special, so fucking special. But I'm a creep."""
942	Andi Firmansyah	Ada yg tau fakta di lagu ini?
943	Olga Turcan	rtyn
944	Eqwan Shuhailleh	"""I wish i was special"""
945	Jeannie Jewel	I'm one hundred and this song is awesome 😁
946	Layne Staley 2021	I love the original video too ❤😢😢
947	Gabriel Chambi	no puedo creer q no haya ningun comentario en i n gles ;v ash
948	Faustino Morales	Esas son canciones las q no sabes q dicen pero te llegan te llegan
949	Stefan Veteryx	Omg i wish i was born in the 90s this generation is bad at music bro no one knows them 😓😓😓
950	enzo dettori	ma non era di vaspo rosso?
951	kp patel	My Funeral Song. End of!
952	ACOG	this is indeed the song
953	Keith Basey	Timeless
954	Lal Nuntlini	Masterpiece...neever get old.....always gosbummmmmppppp..
955	rolls	music
956	Ciko Cikot	Include masterpiece song ever ...so special
957	Charlie Whitehurst	Nothing beats singing this when home alone
958	Tobio Kageyama🥛	Here just bcz given
959	br	Lo que no me gusta es que cierra 😔 los ojos
960	br	Muy buena canción es como relajante
961	kp patel	Ffs! That guitar has got me up for anything!
962	Alex GUNNER	Любу знают все ! Ли бе ли бе , аморе аморе !
963	AyoinDubai	2023 we r here
964	sNowy	;-;
965	1959dorin	All my LOVE !
966	Brenda Bilex	❤️
967	COBA SAJA	I born in 2100 and its still my favorit song
968	Carl Kendall	Great 🎵
969	klaus s	Makes me cry every single time..
970	שלומית אוחיון	One of the biggest song's that even been
971	Samoegaara tobie Purba	I came from tiktok to see the sabotage guitarist
972	ZrainF91	I'm 9,875,388,278,784,892.87.8 years old and this is still the best song ever written!
973	henry b	thomk yotke
974	Zander Newton	The power of the minor 4 chord
975	Lucas Sabedra	I'm 578,734,644,948,657 years old and this still my favorite song
976	Thomas	The real story on this song is even sadder..... I still remember listening to this song over and over again. If you don't feel anything, you have a big problem.
977	Peter Winters	Run run ruuuuuuuuuuun
978	Peter Winters	Greatest guitar break into the bridge
979	Peter Winters	You’re so fuck’n special
980	gabriela mora. enriquez	Amo💕
981	Toxic XV3	I just discovered this song 2 days ago. been stressing depressing contemplating suicide and the song makes me want to end the pain
982	ghostroy	but imma crepe
983	Jan Party	i just found this song and it's not my favourite song its gud tho
984	Chaim Klimt	I'm 7.854.927 years old and it's still my favorite song.
985	am i online?	Im not even born this is still a banger
986	MIMISSICU13	Infiniment réel
987	YUNG SHEPPARD	Taking this with me into 23 ykthedealll!!!!🔥🔥🔥🔥
988	Christopher Pew	I’m 749 years old and this song still gives me chills.
989	Stingy	I hate this song
990	J U A N   BALADAS	GOD BLESS YOU with that special woman ! ! NUR 666
991	Cindy Robert	Cette chanson !!! Dans n'importe quel état tu te la mets 😁😁
992	hubertgunpowder	Fantastic !! ♫
993	mr. sltrskid	cause i am pete i'm peter grffin
994	LARYVINDRAN RAJAN LOGA	A master piece with drugs named as music.. addicted to it
995	ambar veliz	AMOOOOOOOOOOOOMOO LOVE ITTTT
996	brucedeese	🫀🙏🏻
997	Joann Price	Knew the day would come. I don't belong here.
998	A O'Ca	2001 Nov Gibralta. Singin WW3,WW3 to this tune. got old there 4 me. 2022 Ukraine ground force's might feel le same Partee On
999	praneel kharat	Hey i am alive 😂😊 and this my fake smile 😂😂
1000	amanda sauta	felt like this song played in the background as i watched my crush date someone else
1001	muhammad al amir dayak borneo	Lagi yg dibilang sabotase oleh gitaris tapi jadi epik 👍👍😎
1002	The Villiriated	How do I know most of these lyrics? I've only just come across this song now 🤣 I'm trying to figure out where I've heard it from, which movie, show, whatever and it's driving me nuts!
1003	Monalisa	💚🖤🤘🏼🎧🎶 ja ich Falle in dieses Lied so schön🎀💞🎧🎶
1004	HUMAN ADDICTIONS	I want her to notice that I don't want her around...
1005	Rizqiy Firdaus	If you watch this at 2040, you're a legend
1006	Boris Kunz	263🤣🤣🤣
1007	milagros crisostomo	#27 🖤😕
1008	Andre Adi bahtiar	Hallo saya dari tahun 2030 masih mendengarkan lagu ini ❤️
