old_id	author	comment	origin	category
167	pascal lindemann	je ne veux pas parler I don't wanna talk À propos des choses que nous avons traversées About things we've gone through Même si ça me fait mal Though it's hurting me Maintenant c'est de l'histoire Now it's history J'ai joué toutes mes cartes I've played all my cards Et c'est ce que tu as fait aussi And that's what you've done too Rien d'autre à dire Nothing more to say Plus d'as à jouer No more ace to play Le gagnant remporte tout The winner takes it all Le perdant est petit The loser's standing small A côté de la victoire Beside the victory C'est son destin That's her destiny j'étais dans tes bras I was in your arms Pensant que j'appartenais là Thinking I belonged there J'ai pensé que c'était logique I figured it made sense Me construisant une clôture Building me a fence Me construisant une maison Building me a home Pensant que je serais fort là-bas Thinking I'd be strong there Mais j'étais un imbécile But I was a fool Jouer selon les règles Playing by the rules Les dieux peuvent lancer un dé The gods may throw a dice Leurs esprits aussi froids que la glace Their minds as cold as ice Et quelqu'un ici bas And someone way down here Perd quelqu'un de cher Loses someone dear Le gagnant prend tout (prend tout) The winner takes it all (takes it all) Le perdant doit tomber (doit tomber) The loser has to fall (has to fall) C'est simple et c'est clair (c'est tellement clair) It's simple and it's plain (it's so plain) Pourquoi devrais-je me plaindre ? Why should I complain? (Pourquoi se plaindre ?) (Why complain?) Mais dis-moi, est-ce qu'elle embrasse But tell me, does she kiss Comme si je t'embrassais ? Like I used to kiss you? Est-ce la même chose Does it feel the same Quand elle appelle ton nom ? When she calls your name? Quelque part au fond de moi Somewhere deep inside Tu dois savoir que tu me manques You must know I miss you Mais que puis-je dire ? But what can I say? Les règles doivent être respectées Rules must be obeyed Les juges décideront (décideront) The judges will decide (will decide) Les goûts de moi demeurent (moi demeurent) The likes of me abide (me abide) Spectateurs du spectacle (du spectacle) Spectators of the show (of the show) Toujours rester bas (rester bas) Always staying low (staying low) Le jeu est recommencé (recommencé) The game is on again (on again) Un amant ou un ami (ou un ami) A lover or a friend (or a friend) Une grande chose ou une petite (grande ou petite) A big thing or a small (big or small) Le gagnant prend tout (prend tout) The winner takes it all (takes it all) je ne veux pas parler I don't wanna talk Si ça te rend triste If it makes you feel sad Et je comprends And I understand Tu es venu me serrer la main You've come to shake my hand Je m'excuse I apologize Si ça te fait mal If it makes you feel bad Me voyant si tendu Seeing me so tense Pas de confiance en soi No self-confidence Mais tu vois But you see Le gagnant remporte tout The winner takes it all Le gagnant remporte tout The winner takes it all Alors le gagnant prend tout So the winner takes it all Et le perdant doit tomber And the loser has to fall Jette les dés, froid comme la glace Throw the dice, cold as ice En bas ici, quelqu'un de cher Way down here, someone dear Prend tout, doit tomber Takes it all, has to fall Et c'est clair, pourquoi se plaindre ? And it's plain, why complain?	The Winner Takes It All
170	Tony J Lorns	How she seductively lick her lips was for all the fawning male admirers she had	The Winner Takes It All
173	LUIGI SACCOMANDI	Who is she? Where's Chuck?!	The Winner Takes It All
176	perfectsims	~~~~~~~On the JOB Ladies..no worries	The Winner Takes It All
177	Jubay Soriano	I missed you abba..	The Winner Takes It All
178	Zayed Zayed	Forever that is truth lyrics I will be winner 🏆 even I lose before Ace of god card will come to me of the betrayal of All 🎼🦅🌳🍀✈️zied Amami Carthage	The Winner Takes It All
182	Am Columbo	i really love abba, and i am always listening to this masterpeice group	The Winner Takes It All
184	Jennifer Okazaki	Undergrad, medical school, residency.......And, just turned 40, on verge of retiring. And, still watching this vid. Enjoyed it -Thx Youtube.	The Winner Takes It All
185	Kelly Barahona	amo a ABBA LOVE MUCICA BEYA♥️🥰	The Winner Takes It All
187	Ralph Madera	What a beautiful woman! So easy to love her ❤	The Winner Takes It All
188	Nadia	Simply amazing!❤	The Winner Takes It All
191	1groovygreg	Painfully splendid.	The Winner Takes It All
192	Antonio Prof	wow	The Winner Takes It All
193	TinaNathan Infinity	Winner takes it all.....	The Winner Takes It All
197	عرس RG estA  ربشحتعصوالسوهصمن	وصف صحقمثفتnet work	The Winner Takes It All
204	Lionheart Mind Explosion	wish i could rewind time to these days but then i realise i wouldn't even exist	The Winner Takes It All
205	Maria Corsino	She Sung's beautifully,but it was Bjorn feelings at that time,he wrote the song !	The Winner Takes It All
207	sonya Russell	Love this song!	The Winner Takes It All
208	Krzysztof Wawrocki	piękna i mądra	The Winner Takes It All
210	Слава Ж	Beautiful!!!	The Winner Takes It All
211	macio	HA	The Winner Takes It All
212	IAmJessicubX	ABBA was well before their time. Crazy. We need this revamped	The Winner Takes It All
213	Kannan Adiseshachalam	Eternal masterpiece	The Winner Takes It All
214	Ian Kim	this used to be my favorite song in 2012	The Winner Takes It All
215	John Paterson	Reminds me of the most beautiful girl and a wild affair, I miss and love her forever in my heart😢	The Winner Takes It All
216	Gavin Anderson	It's All Good Man	The Winner Takes It All
217	Videoteca D'Angelista	Thanx Jimmy	The Winner Takes It All
218	Lucas Miranda	A linha tem Cerol vai lavar seu c....	The Winner Takes It All
221	Patrick Freber	Ich liebe dich	The Winner Takes It All
222	Jude Reyes	Absolutely very 🎉❤marvelous amazing 🤩 majestic enchanting exhilarating exciting and exceptional musical 🎤 performance of the best ever group singing spectacular sensational song 🎵 to stimulate my everlasting LOVING memories to continue Loving 🥰 wonderful woman 👩 JENNIFER of which I LOVE ❤️ so much indeed my everlasting loving 🥰 wonderful women	The Winner Takes It All
223	Anderson 77	LULA PRESIDENTE. BOZO PINTO MURCHO E DERROTADO.	The Winner Takes It All
224	Deal,Deal.	Brilliant!!!goose bumps!!!	The Winner Takes It All
226	Tien Duong	Somewhere in the universe, there is a plannet, and there are some creatures of god!	The Winner Takes It All
227	marko suutari	The song u have to hear!	The Winner Takes It All
228	Pasquale Sacco	Her ex husband wrote it how much pain was in to write such a song she sang her heart out	The Winner Takes It All
230	ID047889	Thegood old 80s When a singer was famous about his/her voice and songs Not about his/her looks, private life issues, tweets, insta pictures…	The Winner Takes It All
231	Ryan Keating	Best group with the Beatles to ever grace this earth	The Winner Takes It All
232	Charliecomet82	S'all good, man.	The Winner Takes It All
235	Brendan Daly	what a band , amazing 🤙	The Winner Takes It All
236	Eric Johnson	All I can say, this song BREAKS your heart. I'm so Sorry for the pain! God Bless You!!	The Winner Takes It All
237	Esra Özçelik	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple and it's plain (it's so plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall And it's plain, why complain?	The Winner Takes It All
241	Jack Jarvis	What a great vocalist. She could hold her own with any others.	The Winner Takes It All
242	Sheyla Cortez	Essa música me faz lembrar o passado, eu era apaixonada por pelo meu amigo o nome dele era Zico.	The Winner Takes It All
243	Azing	2022 still loving n listening	The Winner Takes It All
244	Serge Vitiello	Merveilleuse chanson ❤️♥️♥️♥️♥️	The Winner Takes It All
245	Paulo Eduardo	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all The loser has to fall It's simple and it's plain Why should I complain? But tell me does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide The likes of me abide Spectators of the show Always staying low The game is on again A lover or a friend A big thing or a small The winner takes it all I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all	The Winner Takes It All
246	Ray	Beautiful Performance. sign Canada.	The Winner Takes It All
247	Andrea Cunha	I love this music!!!	The Winner Takes It All
249	ORCHIDEA !	Stupenda stupenda che dire di più tutto è superfulo con un capolavoro del genere stupenda all'infinito 💕💕💕	The Winner Takes It All
250	Almblume	the winner i soooooo near ... .thank you for the musik ;))	The Winner Takes It All
251	Anthony Cirino	She sounds so great! Truly one of a kind	The Winner Takes It All
252	MrOppOrtunity	So much emotion.. U can feel what she is saying.. 😥😥	The Winner Takes It All
253	Warrior Princess	I love ABBA ❤️	The Winner Takes It All
254	Nina Lestari	their divorce song.	The Winner Takes It All
255	Bareq Al-Ithawi I بارق العيثاوي	Coming from Better Call Saul	The Winner Takes It All
257	dale winter	Greatness	The Winner Takes It All
258	Kennedy Mmaduabuchi	Mom's favorite	The Winner Takes It All
259	Ellinor Augustsson	1980 the year i Was born...and still this song is a master piece...i heard my son who is 19 years old play this song in the shower a week ago 🥰 ABBA Sveriges stolthet 💙💛	The Winner Takes It All
260	Nick Turner	Absolutely gorgeous when women were beautiful no tattoos no blue hair and no beer belly	The Winner Takes It All
262	Viri Z	I dedicated this song to my husband🖤	The Winner Takes It All
263	Y S	Outstanding.	The Winner Takes It All
265	Khais Hall	Put your money where your souls are fools.	The Winner Takes It All
266	Khais Hall	And I won't move from my room	The Winner Takes It All
267	Lanny Sousa	Nascir numa época posterior ao lançamento dessa música, mas ela consegue, inevitavelmente, me transportar para um tempo passado que não sei precisar, parece uma regressão de tão intensa a sensação que me causa.	The Winner Takes It All
268	Fonsinho Souza	Essa musica me leva em um passado tão lindo.	The Winner Takes It All
269	Jeffrey Steven Huber Potenzialentfaltung	Hi ABBA, 2 days ago was the X10-10-10 and next year will be the X11-11-11 and in between? Kiss Jeffrey S. Huber	The Winner Takes It All
270	JustEthical	b&b were pure musical genius / producers	The Winner Takes It All
277	Margaux MILLER	bonobistouquette like for more	The Winner Takes It All
278	Margaux MILLER	I love it f-ing legends gougougagaproutprout	The Winner Takes It All
280	Forever Chris	Breakup song of their own divorce. How sad. So, who's the winner and the loser?	The Winner Takes It All
281	Debashish banerjee	I was 10 when I heard ABBA for the first time. Agnetha is a God blessed soul. ❤️❤️	The Winner Takes It All
283	Victor Joel Rodríguez Lemus	Soy tu faller	The Winner Takes It All
286	Victor Joel Rodríguez Lemus	Forever	The Winner Takes It All
287	Victor Joel Rodríguez Lemus	Love forever Made un Victory	The Winner Takes It All
288	Tri Hasta	Mangkunegaran Palace Surakarta	The Winner Takes It All
289	Gilliard santos	Thank you my darling	The Winner Takes It All
290	Gilliard santos	Thank you my darling	The Winner Takes It All
292	Eben Hawthorne	Brings back good memories.She had insane vocal range,can't be copied,.80's were the best decade of all music .Never will come around again.	The Winner Takes It All
293	Noel McMahon	Who is listening to this fantastic masterpiece in 2022	The Winner Takes It All
294	Tri Hasta	end : 2019 start : 2022	The Winner Takes It All
296	Josef Deiner	.......only ABBA can stop the war!!!	The Winner Takes It All
297	Sara horani	I like it ♥️2022	The Winner Takes It All
300	프랑스인형	They. are. four. geniuses ♡♡♡♡	The Winner Takes It All
301	Ashley Hall	Many have covered this song but no one has matched the original	The Winner Takes It All
302	Rick D	I was a fetus when this song came out and I remember how sad it made me feel.	The Winner Takes It All
305	Liya Zavorotnaya	Translate this text, please 💕	The Winner Takes It All
306	Annissa Coggins	You can really see the pain in her eyes as she sings this song	The Winner Takes It All
308	Симона Маузер	The winner takes it all actually as always, and like about war Russia 🇷🇺 Ukraine 🇺🇦	The Winner Takes It All
311	George Kuenzli	One of Agnetha Fältskog's best songs.	The Winner Takes It All
312	onomotopeia	building me a wall	The Winner Takes It All
313	Elsa scholastica diana🌺	A very melancholic song. One you can never forget after hearing it	The Winner Takes It All
314	Mo Salem	Just wondering, what the song writer been through to get inspired to write this song ???? So emotional so powerful	The Winner Takes It All
315	Patrick Freber	Hab dich lieb	The Winner Takes It All
316	Mattias Persson	My heart broke today	The Winner Takes It All
317	Fabio Lemmi	Beautiful	The Winner Takes It All
319	Brad Redford	I feel like they are trying to close a business deal...	The Winner Takes It All
320	Omar 93	Gimme like if Jiimmy McGil brought you hier	The Winner Takes It All
322	rainer zemanek	Abbau Ist zeitlos gut	The Winner Takes It All
325	HoppyCanvas	The winner takes it all, the loser standing small...point is, did you learn something of intrinsic value?	The Winner Takes It All
327	Great Basin Power	Incredible music.	The Winner Takes It All
329	Jacqueline Bryan	The best song 🎵 of conceding to love..😥 but its my favorite	The Winner Takes It All
330	potato	We all here from better call Saul 💔	The Winner Takes It All
0	matts malmberg	One Of The Greatest! Films of All Time!	Tara's Theme
1	Jackie Sharp	My mother's favourite film, I didn't know why till I watched it when I was older.	Tara's Theme
3	Stuart Sullivan	Brilliant movie full of gusto action and sadness. Hardship and loss are a terrible thing to withstand but it can be overcome. This film is an inspiration ❤	Tara's Theme
7	PREZofUSSA	This song epitomizes the magic of true cinema	Tara's Theme
8	Jackie Sharp	It was my mum's favourite film, and I love it to especially this tune.	Tara's Theme
9	Ayat Ullah	900 hundreds eyers ago when railway station facility	Tara's Theme
10	Jackie Sharp	Seems like everybody wants to forget history but these things happened and should not be forgotten. Great film.	Tara's Theme
11	Jackie Sharp	How could they wear those frocks?	Tara's Theme
13	Honesto Villareal	Frankly my dear, I DON'T GIVE A DAMN.	Tara's Theme
14	Tara Tara	My mom loved this movie and the theme song,, this is why my name came about ( not to mention she is also Irish)	Tara's Theme
15	Gheorghe Moldovan	Nu imi place muzica ...ok.🙈	Tara's Theme
17	Maria  Miquel	Your favourite film, my True Love, but YOU won't ever go with the wind. You will be always here, in the whole world and especially in my Heart that will be Yours Forevermore. Salem ❤ Anton Szandor LaVey. Shemhamforash.	Tara's Theme
18	Maria  Miquel	And this 31 ... LaVey's Halloween ... ❤🤘	Tara's Theme
19	Maria  Miquel	For you, my everlasting Love. Today, in Your day, and always. Thanks for saving my life from a secure death. The Only really Brave Heart who dared to fight against God's Tyranny. The First and Last Cavalier who fought for the Freedom, for the Peace, for the Truth and Love. Please, if you wish, search information about Him. I assure and promise you all that Anton Szandor LaVey will help you as He helped me. I love you, my beloved, beauty and good Husband. Forevermore. Shemhamforash. (Salem, always Yours) 🤘❤	Tara's Theme
21	Dog Lover	A good movie for anyone who needs to learn that a life of privilege does not always mean that you get what you want all the time and that privileged people also suffer.	Tara's Theme
22	Lucinda Moran	Best video short I have ever ❤ seen! With the original beautiful music ! Thank you! Thank you! Tank you!	Tara's Theme
23	Viorica Neagu	"The most beautiful movie ❤️🔥 that i've ever seen.... romantic and full of pasison with a ""Stellar"" cast 🌟"	Tara's Theme
24	Trinity Bond	There was a land of Cavalier and cotton field…	Tara's Theme
25	Mistress Mary 	just got lost in a wonderful daydream ❤	Tara's Theme
26	Angela Picraux	Riverpoint amphitheater Dave & Buster's some of the best places to go Discovery zone Chuck-E-Cheese To make it seem easy to Disneyland the tour of Hollywood the tour of the music industry how it came to be a hit from where to where that's where they were to tour in the Statue of Liberty and turn the standing crooked statue of Pz how could it ever be pleasing to anyone or anything everything we have out here and yet we go to work 40 hours of work week and sleep or crabby and irritable and we have no capabilities of getting anywhere even to Nevada no blow our paycheck we can't get anywhere we can't I see so tired and so wiped out how do we get up how do we scream without yelling and shouting write 2307 s c h o t road lot 43 Jefferson City Missouri 65101 let me yell and chat through the FM band through inventions you create that's what I did to get here LaToya Jackson wrapped up in this little baby born next door with the umbilical cord has it where she's able to hold on to these other kids too and she's able to chase me around I don't like having stalkers Elvis Presley's daughter I don't need to stop her grandpa's special magic stuff unlocking retreat	Tara's Theme
27	dana carter	They said ever person in the world would have to see the movie for David to get his money back ,we are still watching almost a 100 years later , best picture ever ❤	Tara's Theme
29	PAULO BOCCATO	Epic !!! Today? The movies are so trash ...	Tara's Theme
30	Antonio Manso	I played such theme at so many parties entrance themes. Pastor JBAlmeida Brazil.	Tara's Theme
31	Christine Mulligan	Magnificent!	Tara's Theme
32	Christine Mulligan	I loved this song in the early fifties when it was the theme song of Million Dollar Movie and even more when I discovered Gone With the Wind. Later on, I named my beautiful daughter Tara...such a hauntingly beautiful melody...	Tara's Theme
33	Stuart Joy	Vivien Leigh is one of the most stunning and beautiful women that has walked this planet ❤.	Tara's Theme
35	Churchill	「I’ve always had a weakness for lost causes, once they’re really lost.」 That is my most favorite line out of this movie.	Tara's Theme
36	Chiến	this piece hit different after reading it	Tara's Theme
37	Ashley	Wonderful! My mother's favourite film; where she found my name! 😊😊	Tara's Theme
39	Kiran Sampat	Rhett is right to leave Scarlett.He has tried to win Scarletts Affection and Scarlett ran to Ashley all the time.	Tara's Theme
40	Darla Z	Nothing like it in the world! Beautiful, magical!	Tara's Theme
41	Phil Hurtado	Back in the fifties, I saw the movie, and at that time channel 8 in San Diego had the daily news, with Tara’s theme as their back ground music. That’s when this music, Tara’s theme, became part of my history. I used to tear-up when ever it played, as it reminded me of how a way of life disappeared from history resulting from the civil war, hence the name of the movie…”Gone with the wind”!	Tara's Theme
43	Soller Games	- Teacher Girafales! - Miss Florinda! - What a miracle you are here! - I came to bring you this humble little gift.. - Thank you very much! Don't want to come in for a coffee? - Wouldn't it be too much trouble? - Of course not, come in, please. - After you, miss.	Tara's Theme
44	Deathrow Inmate	I wondered why it was called Gone With The Wind ..... then the scene where all they had to eat was radishes. I understand why.	Tara's Theme
45	Joédson Gomes	This song is the theme of the characters: Dona Florinda and Girafales teacher, from the series, El Chavo del ocho, by the eternal Mexican playwright Roberto Goméz Bolanos.	Tara's Theme
46	Claudia Ferguson	I've always loved this song. And to find out the same composer wrote the Casablanca theme amazes me.	Tara's Theme
47	Kevin Jones	One of the True Classics. Majestic. The best part was Scarletts Indomitable Will, and her Strength and Perseverance in Rebuilding after the Civil War. Must've been her Irish blood. Great job by Margaret Mitchell on the novel.	Tara's Theme
49	Katrín Sigurþórsdóttir	Best movie ever. Classic , elegant lovely and sad. Beautiful love story but also so sad 😔❤❤❤❤🇮🇸	Tara's Theme
52	Elora 17	Perfect film. Takes us away from the craziness of today …	Tara's Theme
53	Vangrun	❤️❤️❤️ so beautiful ❤️❤️❤️	Tara's Theme
55	Margarida Truth	Every Christmas, in my childhood we sat to watch this moovie. Many years in a row. My eyes cry missing those free, simple and happy days. Miss my familly members that are not in this realm anymore. Merry Christmas every one out there. Love from Portugal 🇵🇹💖🎅	Tara's Theme
57	Sam	This movie has a grandeur all its own. The score is unforgettable. Who has not found himself humming it, as he goes about his day? The casting is sheer perfection, although I wish Olivia de Havilland were not quite such a milksop. I think I actually like Leslie Howard best, despite being permanently in love with Vivian Leigh. As for Clark Gable, he ceased being Clark Gable after this film was made. He's Rhett Butler, now and forever.	Tara's Theme
58	Ivan Lussich	I am an Uruguayan senior citizen. I saw this movie 3 times: in my teens, in my forties and in senior age. First two times it did not quite impress me, but last time I was thrilled to see Gable, Leigh and Howard's performances. And the picture overall is fantastic.	Tara's Theme
59	amour yvette	Great movie, great actors, great music and perhaps a lesson for mankind. Going through with your life’s even there are though things crossing your pad. Hope, trust , believe and love : I think that’s the message of the movie. And never lost faith 😢👼🏻🦋🕊🤍🌹	Tara's Theme
60	john francis	The music is so evocative bringing the whole sweep of the movie to the listener.	Tara's Theme
62	Sandra12	My mother adored this movien and even more Vivien Leigh. She thaught me to love this film as well. And just this day I realized that they had the same birthday, november the 5th🎉 I wish my mother knew. She passed away 2018. But this movie and music reminds me so much of her. 💖	Tara's Theme
63	Evelyn Hofmann	Greatest Movie ever...watch it every Chance I can...still cry at the ending Because I wanted them Scarlett and Rehett to be together...Fell in love With Mr. Gable at the age of 10 yrs. My daughter is named Tara in honor Of this classic...NEVER NEVER will Tire of this classic....thank you for This video of clips....	Tara's Theme
64	Lucas Almeida Peixoto	This song is very similar to the wedding song of Professor Girafales and Dona Florinda. In the series Chaves.	Tara's Theme
65	jona edvards	Best movie ever made ❤️❤️❤️	Tara's Theme
66	Abandon All Hope.	I think Gerald O’Hara was the wisest man in the series. He was right about everything in the end. Tara is and was the only thing Scarlett ever has and will have after all is said and done.	Tara's Theme
67	karen hall	I'm sitting at work listening to this and it's such a relaxing piece of music.	Tara's Theme
68	David Cardone	Frankly my Dear I don't give a Damn!	Tara's Theme
69	parakeet8157	Epic moments went into the making of an epic classic.	Tara's Theme
70	Dark Paradise	"Before watching this movie I couldn't answer ""What's your favorite movie?"" . But after watching Gone With The Wind I can say that without any hesitation..."	Tara's Theme
71	Joe Echo	"I believe this is where Ennio Marricone had his inspiration for ""Once Upon A Time in the West."" But, frankly, my dear? I don't give a damn."	Tara's Theme
72	Brett Duffy	The Old South seemed like such a romantic time love to live back then but I wouldn't hate it not having air conditioning	Tara's Theme
73	Your awesome	There is something magical about this film	Tara's Theme
74	Malcolm Harris	Unquestionably the greatest music score in film history.	Tara's Theme
75	Bruce1956	One of the great movies. 1939 was a great year for movies.	Tara's Theme
76	LowRanger	Tara's Theme gives me goose bumps over my entire body. What an inspired composition.	Tara's Theme
79	elk	And so shall tomorrow be another day, So will we always find another way.	Tara's Theme
80	Timmy Begley	This is my favourite MOVIE of all Time.	Tara's Theme
81	Gryfenfer	Rip Vivien Leigh and Clarke Gabble.	Tara's Theme
83	Tranks	Professor Jirafales!!!!!!	Tara's Theme
84	Bebe Brez-Kal	Stop destroying our country with your racist bs...there are much worse things happening in this world like ABORTION😪 ...which the left is for...go figure😏....TALK ABOUT SINS 😒	Tara's Theme
85	Pina Colada	"The best quote I can think of to summarize the movie is this: ""That which Fortune has not given, she cannot take away"" by Seneca, a Stoic philosopher"	Tara's Theme
86	Jerry Santos	nice theme and actress	Tara's Theme
92	lemon	from someone who plays in the band and understands music ( a little bit), this piece is AMAZING! this piece is a wonderful opening song for a symphony, it’s very beautiful and expresses the whole movie. you can feel every emotion throughout the movie in this piece and it gives me goose bumps. growing up as a band kid i never liked older pieces like this from movies, but now i appreciate it so dearly much.	Tara's Theme
94	Julio Nicolella	Dona Florinda e Professor Girafales.	Tara's Theme
95	Jack C. DiBenedetto	Theme song for million dollar movie	Tara's Theme
97	Bolt	Would she have behaved right if Ashley Wilkes had, from the start , decided to have her as his lover/bearer of his children? Or would she have made him miserable too...	Tara's Theme
102	gonzaemon h	Best of Tara's Theme in Youtube	Tara's Theme
103	Darryl Seamans	I never saw this movie, but the theme is iconic. Beautiful	Tara's Theme
104	hollieollo	One of the very few films where the score actually mimics the great scenes in the film. This film brought home the utter futility of the American Civil war and the endless sadness that war brought, the ramifications of which we still see today. Whoever did the casting, I hope they got an oscar.	Tara's Theme
105	Austin Berens	Why does this give me chills	Tara's Theme
107	LabelBob	Touch this music and you will pay the price. NO! I won’t be “nice” the cancelers will be CANCELED	Tara's Theme
108	Tamara Penn	Could you please repost your Bleeding Love GWTW video and your Scarlett’s Pokerface video? Those were awesome!	Tara's Theme
109	Sandy Blue	I did not know the oening musicwas taras theme	Tara's Theme
110	Spyro and Cynder	I Love scarlet	Tara's Theme
112	Nala G. Bunny	Cade os br	Tara's Theme
113	Honesto Villareal	I'll think about these tomorrow. After all, tomorrow is another day.	Tara's Theme
115	Audrey Ann	One of the best pictures of all time. I'll go watch it now.	Tara's Theme
116	Halina	🎵PRZEMINĘŁO Z WIATREM. KOCHAM OD ZAWSZE B R A V O POLAND 2020	Tara's Theme
117	Nevalster	For the Million Dollar Movie on WOR TV Channel 9	Tara's Theme
118	spelling	so true 😍😍😍	Tara's Theme
119	Ashley Florença	D O N A F L O R I N D A	Tara's Theme
120	squiggly line	Tragic movie in a way.	Tara's Theme
121	Mr data	The good ol days	Tara's Theme
122	Christina	When my mom passed she left a plaque with a hand painted woman and her husband in a horse wagon that plays the theme my cat loves it so I cranked it up then cranked it up on u tube	Tara's Theme
124	Dee No	The wife of the composer ,Max Steiner, attended our wedding and this song was played while guests were seated. Special song special memory.	Tara's Theme
125	Elizabeth Kessler	Love🌬💜	Tara's Theme
126	Leoncino Argentino	Vespa song	Tara's Theme
127	Andreia Guerrero	There's something about this music that touches my very soul and brings me to tears everytime I hear it.	Tara's Theme
128	I love movies	I just saw this version of GWTW. The HD is fabulous. well done	Tara's Theme
129	Lana S	oh I love this movie sooo much!	Tara's Theme
132	nature freak	Men of the time were usually not clean shaven. Beards were the standard. Men also had longer hair. Sometimes very long.	Tara's Theme
134	Andre Luiz	Simply, the best film of all>	Tara's Theme
135	Augh Bable	Vivien Leigh is like Audrey Hepburn, Grace Kelly and Rita Hayworth combined together. That is how much density she personified.	Tara's Theme
137	Young Raines	Another classic - Vivien Leigh & Clarke Gable - they no longer produce such epic movies. The story line is embedded in historical times during the turbulent Civil War era - a very sad part of our history indeed. Vivien Leigh is breathtakingly beautiful. Clarke Gable is such a charming gentleman.	Tara's Theme
138	sonicgoon Pics	Trump was right bring back ‘Gone with the wind’	Tara's Theme
139	dick hunter	Greatest grossing movie of all time, and those liberal, leftwing socialist blmers want to ban it. Took my first wife to see it on our first date and we became engaged right then. Forty-seven glorious years with her before the Lord took her home.	Tara's Theme
140	Robert S. J. Hu	"Aloha Tara's Theme in ""Gone With The Wind"" and EternaLveStory08 !!! Thank you so much for this posting !!!!! I have seen this movie at least 60 times and still can watch it over and over again !!!!!!!!!! This story will live for eternity !!!!!!!!! A grateful fan, Robert S.J. Hu August 11, 2020."	Tara's Theme
143	Steve solo.	I have loved watching this magnificent masterpiece of a Hollywood silver screen movie with my mum since I was five years of age iam now fifty years of age God bless Olivia de Havilland and all the magnificent cast and crew who made this film possible RIP.🌹🙏🕊️	Tara's Theme
144	Caty Cheneval	RIP Melany	Tara's Theme
145	menukjau	Sad to hear that the last great actress of the golden age of Hollywood have passed away..RIP Olivia!	Tara's Theme
146	Hengul Barua	R.I.P Olivia de Havilland (1916 - 2020) A great actress who will be greatly missed! 💔	Tara's Theme
147	Silver Arrow	R.I.P. Olivia de Havilland	Tara's Theme
149	Angel Castaneda 98	This month, she celebrated her 104th birthday. And now, she has left us. RIP to the legendary Olivia de Havilland (1916-2020).	Tara's Theme
150	Alexander Salter	Rest in peace Olivia de Havilland...	Tara's Theme
151	Linda Qamar	....🎼🎶🌹...musique grandiose ..film sublime et Vivien Leigh (Scarlett) ce rôle lui va comme un gant..c’est une actrice à multiples facettes...elle les incarnent à la perfection...tout simplement divine 🥰🌹🌹🌹. merci 🙏🏼 pour ce beau partage	Tara's Theme
152	David Johnson	Never forgotten	Tara's Theme
153	Frank Hogan	My 2nd Favorite Theme After Raise The Titanic (1980)	Tara's Theme
154	Ron Mead	I'm surprised that You Tube hasn't banned GWTW. I thought it was a Woke organisation!	Tara's Theme
155	daniel C.	m Mammy was great. No wonder she won an academy award for her part.	Tara's Theme
156	Barry Etherton	2020 makes you understand why you should own land, that is one thing no one can make more of.	Tara's Theme
157	AthenaCannon	I had a business trip to Atlanta GA and I heard the Margaret Mitchell’s house was a famous spot. So I went there and took pictures. I didn’t know who’s is Margaret Mitchell, why her house was there, now I think I need to make chance to go to Atlanta again.	Tara's Theme
158	Joseph Dunlap	Great movie that deserves preservation from the “Woke” Marxists groups!	Tara's Theme
